"twitter.user/followersCount","twitter.user/friendsCount","retweet.twitter.user/name","retweet.twitter.tweet/source","retweet.twitter.tweet/favourited","retweet.twitter.tweet/id","twitter.user/id","twitter.user/createdAt","twitter.user/description","twitter.tweet/latitude","twitter.tweet/text","twitter.tweet/inReplyToStatusID","retweet.twitter.tweet/originalText","retweet.twitter.user/lang","twitter.tweet/lang","retweet.twitter.tweet/truncated","twitter.tweet/mentionIds","twitter.tweet/longitude","retweet.twitter.user/statusesCount","retweet.twitter.user/url","retweet.twitter.user/geoEnabled","retweet.twitter.user/protectedTweets","twitter.tweet/possiblySensitive","twitter.tweet/retweetCount","twitter.tweet/isQuote","twitter.tweet/placeName","retweet.twitter.user/listedCount","twitter.user/isTranslator","retweet.twitter.tweet/urls","twitter.user/favouritesCount","retweet.twitter.user/location","twitter.tweet/mediaTypes","retweet.twitter.tweet/inReplyToUserID","retweet.twitter.tweet/favouriteCount","retweet.twitter.user/utcOffset","retweet.twitter.tweet/place","twitter.tweet/inReplyToScreenName","retweet.twitter.user/screenName","retweet.twitter.tweet/hashtags","retweet.twitter.tweet/mediaUrls","retweet.twitter.tweet/created","twitter.user/verified","twitter.tweet/contributors","retweet.twitter.tweet/mentions","retweet.twitter.user/timezone","twitter.user/contributorsEnabled","retweet.twitter.user/followersCount","retweet.twitter.user/friendsCount","twitter.tweet/favourited","twitter.tweet/id","twitter.user/name","retweet.twitter.user/id","twitter.tweet/source","retweet.twitter.user/createdAt","retweet.twitter.tweet/latitude","retweet.twitter.user/description","retweet.twitter.tweet/inReplyToStatusID","retweet.twitter.tweet/text","twitter.user/lang","retweet.twitter.tweet/mentionIds","twitter.tweet/originalText","twitter.tweet/truncated","retweet.twitter.tweet/lang","retweet.twitter.tweet/longitude","twitter.user/statusesCount","twitter.user/url","twitter.user/geoEnabled","twitter.user/protectedTweets","retweet.twitter.tweet/retweetCount","retweet.twitter.tweet/possiblySensitive","retweet.twitter.tweet/isQuote","retweet.twitter.tweet/placeName","twitter.user/listedCount","twitter.tweet/urls","retweet.twitter.user/isTranslator","retweet.twitter.tweet/mediaTypes","retweet.twitter.user/favouritesCount","twitter.user/location","twitter.tweet/favouriteCount","twitter.tweet/inReplyToUserID","twitter.tweet/place","retweet.twitter.tweet/inReplyToScreenName","twitter.tweet/hashtags","twitter.user/utcOffset","twitter.user/screenName","retweet.twitter.tweet/contributors","retweet.twitter.user/verified","twitter.tweet/mediaUrls","twitter.tweet/created","twitter.user/timezone","twitter.tweet/mentions","retweet.twitter.user/contributorsEnabled"
"174659","1627","","","","","18999809","2009-01-14T22:42:22.000Z","Breaking news, features and local events with an eye on the world around us courtesy of staff at CBC Calgary.","","UPDATE: #YYC flood evacuation areas #abflood http://t.co/C2MZMWkVo9","","","","en","","","","","","","","false","20","false","","","false","","1234","","","","","","","","","","","","true","","","","false","","","false","348080608121073664","CBC Calgary","","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","","","en","","","false","","","78791","https://t.co/HU4O3qSuSK","true","false","","","","","1684","[http://bit.ly/12ZBALZ]","","","","Calgary, Alberta","1","","","","[YYC, abflood]","-1","CBCCalgary","","","","2013-06-21T14:10:58.000Z","","",""
"139","200","","","","","544804172","2012-04-04T03:29:55.000Z","Teacher. Learner. Almost Philosopher. Full-fledged Nerd. Ottawa girl in Calgary.","","Thanks for making fun of us, Google. #jerks #yycflood http://t.co/aldZtV0KJA","","","","en","","","","","","","","false","0","false","","","false","","503","","","","","","","","","","","","false","","","","false","","","false","347961057878351873","Anna Trip","","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","","","","","","en","","","false","","","2183","","false","false","","","","","0","[http://instagram.com/p/az3-ZsQbeF/]","","","","","0","","","","[jerks, yycflood]","-1","TripAnna","","","","2013-06-21T06:15:55.000Z","","",""
"1737","298","","","","","158913942","2010-06-24T00:21:34.000Z","Hazard & Risk Specialist for an Emergency Management Organization. Storm Chaser for +15 yrs Views are not necessarily those of employer.","","Flooding from extreme rainfall is a hazard for ON too. Emergency in #Alberta should be a call to get a 72 hour kit. Better to be prepared.","","","","en","","","","","","","","false","0","false","","","false","","786","","","","","","","","","","","","false","","","","false","","","false","348078208974987264","Patricia Martel","","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","","","","","","en","","","false","","","9062","http://t.co/VspRQoJYaP","false","false","","","","","77","","","","","Ontario, Canada","0","","","","[Alberta]","-1","OntarioHazards","","","","2013-06-21T14:01:26.000Z","","",""
"4312","4375","Ian Foss","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","false","348093080978735104","43341949","2009-05-29T14:44:57.000Z","Espace virtuel pour cette vie Web 2.0 que je partage à grands coups de pixels et de passion numérique.","","RT @sjrtitan: #yycflood help is on full force and coming http://t.co/H8i0VpT17L #SMEM and there go the troops #abfloods","","","en","en","false","","","21653","https://t.co/vgZg14XwtL","true","false","false","3","false","","80","false","[https://twitter.com/sjrtitan/status/348091712926806016/photo/1]","1097","Sidney, BC","","","0","-1","","","IanGFoss","[yycflood, SMEM, abfloods]","","2013-06-21T15:00:32.000Z","false","","","","false","1362","1811","false","348093300097556482","Steve","158134506","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","2010-06-21T21:53:06.000Z","","Emergency Manager, RRU MA DEM Grad, Arrowhead, Husband, Dad, Dudeist Priest & Public Servant.  Personal acc all views are my own, RT's are not an endorsement","","RT @sjrtitan: #yycflood help is on full force and coming http://t.co/H8i0VpT17L #SMEM and there go the troops #abfloods","fr","","RT @sarfoss: RT @sjrtitan: #yycflood help is on full force and coming http://t.co/H8i0VpT17L #SMEM and there go the troops #abfloods","false","en","","32246","http://t.co/vIUpjgzNwH","false","false","3","false","false","","282","","false","","2929","Sherbrooke","0","","","","","-1","MindSix","","false","","2013-06-21T15:01:24.000Z","","","false"
"384","73","","","","","16063888","2008-08-31T05:51:49.000Z","soapmaker + wife & mom to 4 kids, 1 purebred rottweiler and 2 kitties. love reading, gaming, cooking/baking #HandmadeSoap #Alberta","","Alberta floods: How did it happen?  ...   http://t.co/7SnQIHQ4UN via @weathernetwork","","","","en","","[18638090]","","","","","","false","0","false","","","false","","473","","","","","","","","","","","","false","","","","false","","","false","348076019577675776","Amy Garrett","","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","","","","","","en","","","false","","","4935","http://t.co/q7JBHmDib9","true","false","","","","","28","[http://www.theweathernetwork.com/news/articles/alberta-floods-how-did-it-happen/8081]","","","","Alberta, Canada","0","","","","","-1","amy_e_garrett","","","","2013-06-21T13:52:44.000Z","","[weathernetwork]",""
"933","1620","Bryon Howard","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348100216718757889","17724948","2008-11-29T01:16:51.000Z","Current occupant of this corporeal vessel. Geologist. Politically intrigued. I pretty much only RT. Opinions are not my own.","","A google map showing #yyc evacuated area's. Extensive - much downtown. #yycflood #evacuated #community #yycre https://t.co/hiAYV01awJ","","","en","en","false","[2888055037]","","6984","http://t.co/3UVBCdaAss","true","false","false","6","false","","209","false","[https://maps.google.ca/maps/ms?ie=UTF8&t=h&source=embed&oe=UTF8&msa=0&msid=209868932436080386156.0004df9ca4cc68d0a70f0]","1788","Calgary, Alberta, Canada","","","1","-1","","","Calgary_Life","[yyc, yycflood, evacuated, community, yycre]","","2013-06-21T15:28:53.000Z","false","","","","false","6832","5734","false","348100824670543872","Quinton","16866293","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2008-10-20T12:28:04.000Z","","Bryon Howard is a top producing Realtor (RE/MAX House) in Love with his high school sweetheart, an enthusiastic Dad & crazy about endurance sport.","","A google map showing #yyc evacuated area's. Extensive - much downtown. #yycflood #evacuated #community #yycre https://t.co/hiAYV01awJ","en","","RT @Calgary_Realtor: A google map showing #yyc evacuated area's. Extensive - much downtown. #yycflood #evacuated #community #yycre https://…","false","en","","7969","","true","false","6","false","false","","38","","false","","1521","Calgary","0","","","","[yyc, yycflood, evacuated, community, yycre]","-1","I_Q","","false","","2013-06-21T15:31:18.000Z","","[calgary_realtor]","false"
"3","19","","","","","539261570","2012-03-28T18:12:54.000Z","","","#yycflood #DeerRun http://t.co/T1ijLaIqLB","","","","und","","","","","","","","false","0","false","","","false","","4","","[photo]","","","","","","","","","","false","","","","false","","","false","348082575249666048","Jake","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","","","","en","","","false","","","11","","false","false","","","","","0","","","","","","1","","","","[yycflood, DeerRun]","-1","jaker_kills","","","[http://pbs.twimg.com/media/BNSjQgqCcAEVDNF.jpg]","2013-06-21T14:18:47.000Z","","",""
"7155","2034","","","","","419665725","2011-11-23T16:47:55.000Z","Reporter in The Globe and Mail's Calgary bureau. Loves: The Riders, the Oilers, the farm, mountains, snow. Dislikes: Daylight Saving(s) Time, raccoons, gophers.","","#yycflood reporters: when you come to the next pressr, cd ya bring some ibuprofen? Cluster of your competitors will pay all our dollars","","","","en","","","","","","","","false","0","false","","","false","","6107","","","","","","","","","","","","true","","","","false","","","false","348083380577001473","Carrie Tait","","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","","","en","","","false","","","37587","https://t.co/exCT7jJuhF","false","false","","","","","267","","","","","","0","","","","[yycflood]","-1","CarrieTait","","","","2013-06-21T14:21:59.000Z","","",""
"14388","880","","","","","221814012","2010-12-01T17:49:25.000Z","Calgary’s Breaking News and Conversation Station.","","The city's @stsomers says a number of bridges (especially around the core) are closed. Bridges along Deerfoot being assessed. #yycflood","","","","en","","[209072276]","","","","","","false","4","false","","","false","","382","","","","","","","","","","","","true","","","","false","","","false","348038375669915648","770 CHQR Global News Radio","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","","","","","","en","","","false","","","98114","https://t.co/wUBFmFW0ZB","true","false","","","","","413","","","","","Calgary, AB","0","","","","[yycflood]","-1","NewsTalk770","","","","2013-06-21T11:23:09.000Z","","[stsomers]",""
"2144","897","Arlene Dickinson","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","false","348097938746142721","59544133","2009-07-23T18:20:04.000Z","Principal | Sarah Ward Interiors","","This. Is. McLeod. Trail.  OMG.  #yycflood http://t.co/pymywKvHRA","","","en","en","false","[30013357]","","20129","https://t.co/PwWq34w3b3","false","false","false","142","false","","1965","false","[http://instagram.com/p/a02XZ6h77j/]","6106","Oh Canada!","","","9","-1","","","ArleneDickinson","[yycflood]","","2013-06-21T15:19:50.000Z","false","","","","false","344169","244","false","348098622660952066","Sarah Ward","30013357","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","2009-04-09T16:19:09.000Z","","Human, Mom, Grandmom, Canadian, Entrepreneur, Honourary Captain RCN, Venture Capitalist, Dragon. Living my life like it's the only one I have.","","This. Is. McLeod. Trail.  OMG.  #yycflood http://t.co/pymywKvHRA","en","","RT @ArleneDickinson: This. Is. McLeod. Trail.  OMG.  #yycflood http://t.co/pymywKvHRA","false","en","","9173","https://t.co/gAVIdK6azT","true","false","142","false","false","","73","[http://instagram.com/p/a02XZ6h77j/]","false","","15110","Calgary","0","","","","[yycflood]","-1","mssarahward","","true","","2013-06-21T15:22:33.000Z","","[ArleneDickinson]","false"
"382","904","Global Calgary","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348094120562135041","1075247988","2013-01-10T00:18:52.000Z","On-Air weekday afternoons & weekends on @1065MountainFM!","","WATCH LIVE - @Premier_Redford speaks about Southern Alberta flooding - http://t.co/tjXEoTHOqP","","","en","en","false","[18228708, 2408063185]","","126612","http://t.co/aoaPoeQGaz","true","false","false","10","false","","1234","false","[http://bit.ly/122yKTg]","343","Calgary, Alberta, Canada","","","0","-1","","","GlobalCalgary","","","2013-06-21T15:04:40.000Z","false","","[Premier_Redford]","","false","178533","653","false","348096177377509376","Marcus Williams","18228708","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2008-12-18T23:31:52.000Z","","Your source for breaking news from #yyc and beyond. Story idea? Email calgary@globalnews.ca","","WATCH LIVE - @Premier_Redford speaks about Southern Alberta flooding - http://t.co/tjXEoTHOqP","en","[2408063185]","RT @GlobalCalgary: WATCH LIVE - @Premier_Redford speaks about Southern Alberta flooding - http://t.co/tjXEoTHOqP","false","en","","1215","https://t.co/3AIuQt8Cki","true","false","10","false","false","","0","[http://bit.ly/122yKTg]","false","","1002","Canmore, Alberta","0","","","","","-1","MrMarcusWilliam","","true","","2013-06-21T15:12:50.000Z","","[GlobalCalgary, Premier_Redford]","false"
"348","400","City of Calgary","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","false","347951084196728832","192604658","2010-09-19T16:52:18.000Z","Stay at home momma, Rodan + Fields consultant, gym lover who happens to love chips & salsa more☺","","Reminder: ALL CBE and Catholic School Board schools closed.Please RT and let the children know. #yyc #yycflood","","","en","en","false","[15933148]","","26383","https://t.co/pplerk68vu","true","false","false","700","false","","1566","false","","159","Calgary, Alberta","","","51","-1","","","cityofcalgary","[yyc, yycflood]","","2013-06-21T05:36:17.000Z","false","","","","false","244465","62","false","347964547556052992","Allison Hill","15933148","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2008-08-21T16:22:30.000Z","","More than 15,000 employees proudly serving a great city.","","Reminder: ALL CBE and Catholic School Board schools closed.Please RT and let the children know. #yyc #yycflood","en","","RT @cityofcalgary: Reminder: ALL CBE and Catholic School Board schools closed.Please RT and let the children know. #yyc #yycflood","false","en","","1798","","false","false","700","false","false","","0","","false","","2173","Grande Prairie","0","","","","[yyc, yycflood]","-1","allieGP","","true","","2013-06-21T06:29:47.000Z","","[cityofcalgary]","false"
"185","490","Scott Burlovich","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348094507134361601","256571683","2011-02-23T16:30:31.000Z","Avid hobby-economist, handyman, woodsmith and part time butcher. Get paid to be an Engineer. #yeg","","A picture from downtown Calgary this morning #yyc #abflood http://t.co/OUCx4JPNuq","","","en","en","false","[3068233847]","","3941","https://t.co/jgMO6H43ai","true","false","false","3","false","","53","false","","1076","Ontario, Canada","[photo]","","1","-1","","","Restless_Skies","[yyc, abflood]","[http://pbs.twimg.com/media/BNSuHCZCIAA30Zm.jpg]","2013-06-21T15:06:12.000Z","false","","","","false","1274","508","false","348095216911265792","Kirby Yakemchuk","13141952","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2008-02-06T05:13:04.000Z","","Photographer & Storm Chaser based in Southern Ontario","","A picture from downtown Calgary this morning #yyc #abflood http://t.co/OUCx4JPNuq","en","","RT @teedot: A picture from downtown Calgary this morning #yyc #abflood http://t.co/OUCx4JPNuq","false","en","","3014","","false","false","3","false","false","","10","","false","[photo]","5102","St. Albert, Alberta","0","","","","[yyc, abflood]","-1","kirby_why","","false","[http://pbs.twimg.com/media/BNSuHCZCIAA30Zm.jpg]","2013-06-21T15:09:01.000Z","","[teedot]","false"
"20","84","Simon Ostler","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","false","348025878372036608","31411882","2009-04-15T13:54:50.000Z","","","Calgary RT @CTVStephBrennan: This is Riverfront Avenue http://t.co/tBG5AjzFw4  #yycflood","","","en","en","false","[17758398]","","98608","https://t.co/41pCLHgNcP","true","false","false","5","false","","557","false","","79","Toronto, Ontario","","","0","-1","","","SimonOstler","[yycflood]","[http://pbs.twimg.com/media/BNRvSsACMAAqPre.jpg]","2013-06-21T10:33:30.000Z","false","","","","false","11301","3893","false","348091181961461760","robin thompson","17758398","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2008-11-30T17:41:58.000Z","","Managing Editor, @GlobalNewsTO |   @Katie_Ostler's husband l Charlie's dad l  Lived in #yeg | Hometown #ldnont |","","Calgary RT @CTVStephBrennan: This is Riverfront Avenue http://t.co/tBG5AjzFw4  #yycflood","en","","RT @SimonOstler: Calgary RT @CTVStephBrennan: This is Riverfront Avenue http://t.co/tBG5AjzFw4  #yycflood","false","en","","368","https://t.co/TdZGsHJyMU","false","false","5","false","false","","0","","false","[photo]","11170","Cliff Bungalow, Calgary","0","","","","","-1","carpedog","","true","","2013-06-21T14:52:59.000Z","","[SimonOstler]","false"
"11301","3893","","","","","17758398","2008-11-30T17:41:58.000Z","Managing Editor, @GlobalNewsTO |   @Katie_Ostler's husband l Charlie's dad l  Lived in #yeg | Hometown #ldnont |","","RT @RosaHwangCTV: Stunning images from the #YYCFlood zone: http://t.co/uKYdGgHLt2 #Calgary","","","","en","","[729792256216072194]","","","","","","false","0","false","","","false","","11170","","","","","","","","","","","","true","","","","false","","","false","348060488044802049","Simon Ostler","","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","","","","","","en","","","false","","","98608","https://t.co/41pCLHgNcP","true","false","","","","","557","[http://ow.ly/mfOMc]","","","","Toronto, Ontario","0","","","","[YYCFlood, Calgary]","-1","SimonOstler","","","","2013-06-21T12:51:01.000Z","","[rosahwangctv]",""
"96","143","Teva Harrison","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","false","348091951976947713","1337587027","2013-04-08T20:45:25.000Z","","","RT @DonC_Twit: Seriously, the http://t.co/B1ilePlgtU doodle could not be more unfortunate today #yycflood #abflood #fail #dlws","","","en","en","false","[18374819, 24902951]","","28315","https://t.co/wzbYU4pFuZ","true","false","false","1","false","","151","false","[http://www.google.com]","50","Torontopia","","","0","-1","","","robotpilot","[yycflood, abflood, fail, dlws]","","2013-06-21T14:56:03.000Z","false","","[DonC_Twit]","","false","3389","2086","false","348092075373371394","Nerd Girl","18374819","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2008-12-25T14:06:37.000Z","","Writer/artist/cartoonist. 2017 Kobo Emerging Writer Prize for non-fiction: In-Between Days https://t.co/Eg9I3NgsTq GGLA, Joe Shuster, CMA & NMA finalist. #mBCtime","","RT @DonC_Twit: Seriously, the http://t.co/B1ilePlgtU doodle could not be more unfortunate today #yycflood #abflood #fail #dlws","en","[24902951]","RT @robotpilot: RT @DonC_Twit: Seriously, the http://t.co/B1ilePlgtU doodle could not be more unfortunate today #yycflood #abflood #fail #d…","false","en","","2982","","false","false","1","false","false","","72","[http://www.google.com]","false","","6928","","0","","","","[yycflood, abflood, fail]","-1","nerdygirl888","","false","","2013-06-21T14:56:32.000Z","","[robotpilot, DonC_Twit]","false"
"4698","3856","Marieke Walsh","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","false","348076294220685313","496192309","2012-02-18T18:13:13.000Z","Compassion is the radicalism of our time-HH Dalai Lama
.......................................................

Rediscovering knitting, hand-dyed yarn & BC wine","","Wow! RT @cmaconthehill: RT “@660News: Stunning! RT @TriVestWealth What was once Memorial Drive. #yycflood http://t.co/ehtGgL0RSl”","","","en","en","false","[117122035, 247412653, 18982486, 875115873228304384]","","18229","https://t.co/VZg58PouXI","false","false","false","5","false","","190","false","[http://Instagram.com/p/a0pNXAChqN/]","30740","Toronto","","","0","-1","","","MariekeWalsh","[yycflood]","","2013-06-21T13:53:50.000Z","false","","[cmaconthehill, 660NEWS, TriVestWealth]","","false","7298","2593","false","348076518678855681","Su","117122035","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","2010-02-24T16:12:59.000Z","","Covering Queen's Park for @ipoliticsca. @GlobalHalifax, @TheWestBlock, @PnPCBC, @JSchool_CU alum. RTs not endorsements. Get in touch: mariekewalsh@ipolitics.ca","","Wow! RT @cmaconthehill: RT “@660News: Stunning! RT @TriVestWealth What was once Memorial Drive. #yycflood http://t.co/ehtGgL0RSl”","en","[247412653, 18982486, 875115873228304384]","RT @MariekeWalsh: Wow! RT @cmaconthehill: RT “@660News: Stunning! RT @TriVestWealth What was once Memorial Drive. #yycflood http://t.co/eht…","false","en","","135206","","false","false","5","false","false","","211","","false","","5525","Salish Sea","0","","","","[yycflood]","-1","Su_Doe_Coup","","true","","2013-06-21T13:54:43.000Z","","[MariekeWalsh, cmaconthehill, 660NEWS, TriVestWealth]","false"
"997","1657","Talking Points Memo","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348061180197236736","80365738","2009-10-06T18:12:46.000Z","""Well, Beyonce is destroying the lives of black girls""","","PHOTO: Extreme flooding in Canada may force 100,000 from homes today. This man swims after his cat: http://t.co/0smvIEahzN","","","en","en","false","[14717197]","","130474","http://t.co/ZyHPG61Yqv","false","false","false","15","false","","9372","false","[http://bit.ly/14NVSpm]","877","NY & DC","","","0","-1","","","TPM","","","2013-06-21T12:53:46.000Z","false","","","","false","273926","600","false","348062132207747072","James Withers","14717197","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2008-05-09T19:46:43.000Z","","Breaking news and analysis from the TPM team. ""Oh, well, now there's a reliable source."" —Tom Price, ex-secretary of Health and Human Services.","","PHOTO: Extreme flooding in Canada may force 100,000 from homes today. This man swims after his cat: http://t.co/0smvIEahzN","en","","RT @TPM: PHOTO: Extreme flooding in Canada may force 100,000 from homes today. This man swims after his cat: http://t.co/0smvIEahzN","false","en","","110983","http://t.co/RjMR0MdbSl","true","false","15","false","false","","52","[http://bit.ly/14NVSpm]","false","","131","New York, New York","0","","","","","-1","JamesWithers3","","true","","2013-06-21T12:57:33.000Z","","[TPM]","false"
"1083","1065","","","","","309926207","2011-06-02T22:18:09.000Z","Photography and Video. Prints for sale. I'm the media pal of entrepreneurs and small/medium Companies and of course families. #Calgary #YYC #Photography #Video","","loverpie's photo #yyc #calgary #flood http://t.co/TOKd4uPfAZ","","","","en","","","","","","","","false","0","false","","","false","","2246","","","","","","","","","","","","false","","","","false","","","false","348085293175427072","pixelme.ca","","<a href=""http://itunes.apple.com/us/app/instagram/id389801252?mt=8&uo=4"" rel=""nofollow"">Instagram on iOS</a>","","","","","","en","","","false","","","10338","https://t.co/depxjanPH5","true","false","","","","","58","[http://instagram.com/p/a0u4FYQsna/]","","","","Calgary, Canada","0","","","","[yyc, calgary, flood]","-1","pixelmeca","","","","2013-06-21T14:29:35.000Z","","",""
"940","342","Aurora 🦄","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false","347964384435372033","455364519","2012-01-05T01:23:19.000Z","Nothing i say matters unless its typed in Times New Roman 12pt font.","","Shouldice Bridge is closed & between 48 AV NW and Bearspaw Dam RD NW is closed #yycflood","","","en","en","false","[297835114]","","152309","https://t.co/VrC22f3FO0","true","false","false","1","false","","42","false","","706","Calgary, Treaty 7, Alberta","","","0","-1","","","UnikornGirl","[yycflood]","","2013-06-21T06:29:08.000Z","false","","","","false","693","65","false","347964602077810688","Can(Tim Hortons)ada","297835114","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2011-05-13T06:06:05.000Z","","(21) Nonbinary Inuk & sociology major at MRU. Amateur photographer + writer, TV show aficionado, & Calgary Flames fan. (they/them) 💛HumboldtStrong💚","","Shouldice Bridge is closed & between 48 AV NW and Bearspaw Dam RD NW is closed #yycflood","en","","RT @UnikornGirl: Shouldice Bridge is closed & between 48 AV NW and Bearspaw Dam RD NW is closed #yycflood","false","en","","63394","","true","false","1","false","false","","1","","false","","691","Canada","0","","","","[yycflood]","-1","2punk2even","","false","","2013-06-21T06:30:00.000Z","","[UnikornGirl]","false"
"2260","2056","Alberta WaterPortal","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348089734607822850","28278888","2009-04-02T04:09:27.000Z","Politics. Environment. Education. Squash player. Traveller. Birdwatcher. Tweets reflect my own personal viewpoints.","","RT @berkleyroth A dirt berm on the Elbow River broke in the Mission neighborhood of Calgary, flooding the Safeway.  #yyc #yycflood","","","en","en","false","[225141669, 301294824]","","14045","http://t.co/gOZnCsXI7M","true","false","false","3","false","","149","false","","5481","Calgary, Alberta","","","0","-1","","","WaterPortal","[yyc, yycflood]","","2013-06-21T14:47:14.000Z","false","","[berkleyroth]","","false","2726","800","false","348090754142445568","Gwyneth Midgley","225141669","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2010-12-10T20:13:39.000Z","","We're a charity creating and growing an accessible and inclusive online environment for all Albertans to better understand #water. RTs spread dialogue. #abwater","","RT @berkleyroth A dirt berm on the Elbow River broke in the Mission neighborhood of Calgary, flooding the Safeway.  #yyc #yycflood","en","[301294824]","RT @WaterPortal: RT @berkleyroth A dirt berm on the Elbow River broke in the Mission neighborhood of Calgary, flooding the Safeway.  #yyc #…","false","en","","10566","https://t.co/v1sZYYRNj0","true","false","3","false","false","","66","","false","","618","Calgary, Alberta","0","","","","[yyc]","-1","GwynethMidgley","","false","","2013-06-21T14:51:17.000Z","","[WaterPortal, berkleyroth]","false"
"20556","11339","","","","","48066014","2009-06-17T18:43:50.000Z","The BETTER Hit Music Station for #YYC & home of your 90min Commercial Free Playlist! Find us on instagram (@ampcalgary) & download the AMP APP now! ↘️↘️","","Straight from @nenshi , to ALL Calgarians: ""Avoid ALL Travel that is not absolutely necessary"" #Calgary #abflood","","","","en","","[33798654]","","","","","","false","20","false","","","false","","7980","","","","","","","","","","","","true","","","","false","","","false","348051789083447297","90.3 AMP Radio","","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","","","en","","","false","","","47170","https://t.co/IZSSMYjtwg","true","false","","","","","280","","","","","Calgary","1","","","","[Calgary, abflood]","-1","ampcalgary","","","","2013-06-21T12:16:27.000Z","","[nenshi]",""
"141222","503","","","","","18999830","2009-01-14T22:42:57.000Z","Headlines, live updates and video from the CBC Edmonton newsroom.","","Alberta awakes to more rain as flood crests near http://t.co/EjLryIJBEF #yeg","","","","en","","","","","","","","false","2","false","","","false","","145","","","","","","","","","","","","true","","","","false","","","false","348049947792384001","CBC Edmonton","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","","","","","","en","","","false","","","70860","http://t.co/P9lSicwG4P","true","false","","","","","1301","[http://bit.ly/15pXP8B]","","","","Edmonton","1","","","","[yeg]","-1","CBCEdmonton","","","","2013-06-21T12:09:08.000Z","","",""
"2003","404","","","","","238261737","2011-01-14T19:13:56.000Z","","","Haven't heard much about the homeless during #yycflood. Glad @calgarydropin is looking out for them tonight.","","","","en","","[81192417]","","","","","","false","1","false","","","false","","3604","","","","","","","","","","","","false","","","","false","","","false","347994360647917568","Zoë LeParque","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","","","","en","","","false","","","16855","","true","false","","","","","171","","","","","Edmonton, AB","0","","","","[yycflood]","-1","zodot","","","","2013-06-21T08:28:15.000Z","","[calgarydropin]",""
"375","284","","","","","102466758","2010-01-06T20:12:14.000Z","We are a not-for-profit business development organization serving Haldimand County and the Township of West Lincoln. Tweeting all things business.","","Our thoughts are with the residents of all the affected neighborhoods in the Alberta flooding. #yycflood #abflood","","","","en","","","","","","","","false","0","false","","","false","","2","","","","","","","","","","","","false","","","","false","","","false","348088204009811968","GEBC","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","","","","","","en","","","false","","","744","http://t.co/L1fEe8DFOP","true","false","","","","","18","","","","","Caledonia, Ontario","0","","","","[yycflood, abflood]","-1","granderie","","","","2013-06-21T14:41:09.000Z","","",""
